tag,UpVotes,user_id,rownum
"owasp-top-ten","2","35261","5"
"appsec","14","35345","1"
"buffer-overflow","14","35345","2"
"professional-education","12","35345","3"
"c","12","35345","4"
"usb-drive","6","35345","5"
"passwords","4","35492","1"
"virtualization","3","35492","2"
"ctf","3","35492","3"
"ubuntu","2","35492","4"
"man-in-the-middle","2","35492","5"
"malware","4","35502","1"
"data-recovery","4","35502","2"
"anonymity","4","35502","3"
"encryption","4","35502","4"
"android","3","35502","5"
"passwords","35","35666","1"
"heartbleed","31","35666","2"
"tpm","19","35666","3"
"encryption","19","35666","4"
"tampering","19","35666","5"
"passwords","42","35683","1"
"disk-encryption","38","35683","2"
"ssh","24","35683","3"
"putty","19","35683","4"
"attacks","15","35683","5"
"dns","3","35698","1"
"network","3","35698","2"
"routing","3","35698","3"
"dns-spoofing","3","35698","4"
"network","3","35711","1"
"owasp","3","35711","2"
"remote-server","1","35816","1"
"kali-linux","1","35816","2"
"windows","1","35816","3"
"metasploit","1","35816","4"
"firefox","3","35834","1"
"web","3","35834","2"
"xss","3","35834","3"
"backdoor","19","35886","1"
"malware","19","35886","2"
"file-encryption","19","35886","3"
"brute-force","2","35886","4"
"passwords","2","35886","5"
"backup","4","35967","1"
"privacy","4","35967","2"
"gnupg","4","35967","3"
"key-management","4","35967","4"
"geolocation","3","35967","5"
"injection","2","36122","1"
"php","2","36122","2"
"javascript","2","36122","3"
"penetration-test","2","36122","4"
"user-education","1","36122","5"
"web-application","4","36237","1"
"webserver","3","36237","2"
"detection","3","36237","3"
"cryptography","3","36237","4"
"attack-prevention","3","36237","5"
"vpn","8","36387","1"
"tls","6","36387","2"
"http","6","36387","3"
"sms","5","36387","4"
"password-reset","5","36387","5"
"xss","41","36484","1"
"javascript","39","36484","2"
"vulnerability","28","36484","3"
"chrome","2","36484","4"
"php","3","36488","1"
"session-management","3","36488","2"
"csrf","3","36488","3"
"python","2","36488","4"
"botnet","2","36488","5"
"passwords","137","36538","1"
"web-application","103","36538","2"
"authentication","65","36538","3"
"privacy","51","36538","4"
"encryption","49","36538","5"
"hsts","10","36559","1"
"ios","4","36559","2"
"obfuscation","4","36559","3"
"tls","4","36559","4"
"iphone","4","36559","5"
"penetration-test","7","36660","1"
"web-application","5","36660","2"
"keyloggers","4","36660","3"
"javascript","3","36660","4"
"iptables","3","36660","5"
"attack-prevention","19","37001","1"
"ip","19","37001","2"
"whitelist","13","37001","3"
"man-in-the-middle","13","37001","4"
"tls","13","37001","5"
"brute-force","14","37136","1"
"gpu","14","37136","2"
"hardware","14","37136","3"
"password-cracking","14","37136","4"
"attacks","14","37136","5"
"tls","3871","37315","1"
"certificates","1151","37315","2"
"web-application","1053","37315","3"
"email","891","37315","4"
"encryption","865","37315","5"
"encryption","120","37373","1"
"cryptography","100","37373","2"
"mobile","92","37373","3"
"appsec","91","37373","4"
"passwords","51","37373","5"
"windows","13","37401","1"
"antimalware","13","37401","2"
"malware","13","37401","3"
"passwords","601","37496","1"
"linux","410","37496","2"
"meltdown","294","37496","3"
"password-policy","269","37496","4"
"encryption","268","37496","5"
"google","1","37659","1"
"android","1","37659","2"
"code-signing","1","37659","3"
"multi-factor","1","37659","4"
"known-vulnerabilities","1","37659","5"
"openssl","5","37727","1"
"ssh","5","37727","2"
"penetration-test","4","37727","3"
"web-service","4","37727","4"
"man-in-the-middle","2","37727","5"
"passwords","106","37864","1"
"password-management","101","37864","2"
"password-policy","97","37864","3"
"privacy","84","37864","4"
"encryption","55","37864","5"
"credit-card","201","37973","1"
"data-leakage","173","37973","2"
"databases","107","37973","3"
"encryption","98","37973","4"
"aes","83","37973","5"
"captcha","58","38069","1"
"web-browser","50","38069","2"
"tls","37","38069","3"
"windows","34","38069","4"
"hsts","33","38069","5"
"password-policy","4","38076","1"
"tls","3","38076","2"
"caching","3","38076","3"
"http","3","38076","4"
"authentication","3","38076","5"
"tls","51","38232","1"
"public-key-infrastructure","48","38232","2"
"wildcard","48","38232","3"
"penetration-test","6","38232","4"
"network","5","38232","5"
"tls","120","39449","1"
"certificate-authority","114","39449","2"
"android","84","39449","3"
"certificates","67","39449","4"
"stagefright","65","39449","5"
"tls","297","39571","1"
"certificates","228","39571","2"
"openssl","176","39571","3"
"x.509","129","39571","4"
"certificate-authority","73","39571","5"
"sslstrip","3","39573","1"
"man-in-the-middle","3","39573","2"
"hsts","3","39573","3"
"tls","83","39615","1"
"web-application","81","39615","2"
"apache","73","39615","3"
"linux","66","39615","4"
"ports","61","39615","5"
"authentication","181","39616","1"
"email","113","39616","2"
"captcha","39","39616","3"
"brute-force","39","39616","4"
"passwords","34","39616","5"
"passwords","325","39623","1"
"tls","178","39623","2"
"cryptography","147","39623","3"
"hash","105","39623","4"
"encryption","96","39623","5"
"tls","47","39724","1"
"exploit","33","39724","2"
"antivirus","33","39724","3"
"malware","33","39724","4"
"passwords","28","39724","5"
"physical-access","46","39774","1"
"hash","44","39774","2"
"physical","41","39774","3"
"locks","40","39774","4"
"attack-prevention","38","39774","5"
"nat","1","39810","1"
"known-vulnerabilities","1","39810","2"
"rdp","1","39810","3"
"firewalls","1","39810","4"
"exploit","1","39810","5"
"passwords","12","40026","1"
"web-application","7","40026","2"
"code-review","6","40026","3"
"source-code","6","40026","4"
"encryption","6","40026","5"
"php","36","40115","1"
"mysql","19","40115","2"
"hash","11","40115","3"
"sql-injection","9","40115","4"
"xss","7","40115","5"
"encryption","254","40258","1"
"aes","155","40258","2"
"brute-force","152","40258","3"
"authentication","121","40258","4"
"source-code","119","40258","5"
"apache","17","40260","1"
"tor","17","40260","2"
"http","17","40260","3"
"centos","17","40260","4"
"penetration-test","11","40260","5"
"sql-injection","7","40306","1"
"xml","3","40306","2"
"xss","2","40306","3"
"cookies","2","40306","4"
"passwords","41","40414","1"
"malware","36","40414","2"
"google","27","40414","3"
"gmail","24","40414","4"
"html","11","40414","5"
"man-in-the-middle","10","40482","1"
"tls","10","40482","2"
"hash","7","40482","3"
"session-management","7","40482","4"
"nonce","3","40482","5"
"passwords","50","40505","1"
"rainbow-table","50","40505","2"
"cryptography","50","40505","3"
"hash","50","40505","4"
"salt","50","40505","5"
"web-application","36","40538","1"
"cissp","17","40538","2"
"physical","17","40538","3"
"pgp","11","40538","4"
"file-encryption","11","40538","5"
"logging","4","40554","1"
"password-management","4","40554","2"
"asp.net","2","40554","3"
"authentication","1","40554","4"
"passwords","66","40618","1"
"sniffer","61","40618","2"
"monitoring","61","40618","3"
"privacy","61","40618","4"
"wifi","61","40618","5"
"url-redirection","17","40800","1"
"webserver","6","40800","2"
"xss","5","40800","3"
"javascript","5","40800","4"
"html","5","40800","5"
"token","231","40868","1"
"http","231","40868","2"
"authentication","231","40868","3"
"authorization","231","40868","4"
"shellcode","4","40868","5"
"http","37","40873","1"
"tls","29","40873","2"
"passwords","9","40873","3"
"webserver","9","40873","4"
"encryption","8","40873","5"
"statistics","1","40930","1"
"malware","1","40930","2"
"cryptography","47","41555","1"
"tamper-resistance","46","41555","2"
"yubikey","46","41555","3"
"hardware","46","41555","4"
"tls","38","41555","5"
"sniffer","21","41667","1"
"snooping","21","41667","2"
"attacks","21","41667","3"
"spoofing","21","41667","4"
"corporate-policy","2","41667","5"
"wireless","11","41728","1"
"krack","11","41728","2"
"wpa2","11","41728","3"
"encryption","4","41728","4"
"air-gap","4","41728","5"
"password-management","62","41913","1"
"passwords","17","41913","2"
"hash","16","41913","3"
"tls","15","41913","4"
"email","15","41913","5"
"vulnerability","4","41932","1"
"spyware","3","41932","2"
"passwords","3","41932","3"
"honeypot","3","41932","4"
"router","3","41932","5"
"privacy","4","41978","1"
"skype","3","41978","2"
"arp-spoofing","3","41978","3"
"malware","3","41978","4"
"keyloggers","3","41978","5"
"email","157","42068","1"
"email-spoofing","147","42068","2"
"anonymity","103","42068","3"
"bittorrent","103","42068","4"
"credit-card","71","42068","5"
"owasp","2","42193","1"
"mod-security","2","42193","2"
"sql-injection","2","42193","3"
"apache","2","42193","4"
"web-application","2","42193","5"
"authentication","9","42205","1"
"user-management","6","42205","2"
"password-cracking","3","42205","3"
"account-security","3","42205","4"
"passwords","3","42205","5"
"public-key-infrastructure","17","42298","1"
"tls","15","42298","2"
"passwords","15","42298","3"
"diffie-hellman","15","42298","4"
"openssl","15","42298","5"
"iphone","21","42378","1"
"nsa","21","42378","2"
"ddos","7","42378","3"
"passwords","7","42378","4"
"wifi","6","42378","5"
"ssh","177","42391","1"
"encryption","159","42391","2"
"openssh","155","42391","3"
"passwords","109","42391","4"
"email","109","42391","5"
"hash","11","42445","1"
"md5","11","42445","2"
"encryption","10","42445","3"
"tls","9","42445","4"
"web-browser","9","42445","5"
"tls","6","42472","1"
"audit","3","42472","2"
"public-key-infrastructure","2","42472","3"
"certificate-authority","2","42472","4"
"threat-mitigation","2","42472","5"
"tls","56","42743","1"
"certificates","47","42743","2"
"csrf","18","42743","3"
"cookies","18","42743","4"
"passwords","15","42743","5"
"email","33","42931","1"
"spam","32","42931","2"
"malware","26","42931","3"
"access-control","14","42931","4"
"passwords","11","42931","5"
"penetration-test","12","42950","1"
"wifi","8","42950","2"
"badusb","3","42950","3"
"security-theater","3","42950","4"
"wireless","3","42950","5"
"passwords","16","42975","1"
"password-cracking","13","42975","2"
"dictionary","10","42975","3"
"public-key-infrastructure","8","42975","4"
"truecrypt","7","42975","5"
"ip","1","42983","1"
"password-cracking","1","42983","2"
"trusted-computing","1","42983","3"
"network","1","42983","4"
"md5","1","42983","5"
"javascript","4","42998","1"
"xss","4","42998","2"
"library","2","42998","3"
"hash","2","42998","4"
"fingerprint","2","42998","5"
"authentication","14","43059","1"
"attacks","14","43059","2"
"anonymity","3","43059","3"
"trust","1","43059","4"
"disk-encryption","1","43059","5"
"cryptography","15","43100","1"
"html-5","9","43100","2"
"session-management","9","43100","3"
"public-key-infrastructure","8","43100","4"
"websocket","8","43100","5"
"web-application","3","43561","1"
"web-service","3","43561","2"
"mobile","37","43611","1"
"android","33","43611","2"
"ios","29","43611","3"
"geolocation","28","43611","4"
"fraud","26","43611","5"
"account-security","186","43625","1"
"email","181","43625","2"
"virus","75","43625","3"
"attack-prevention","75","43625","4"
"passwords","7","43625","5"
"encryption","11","43702","1"
"url","8","43702","2"
"web-browser","8","43702","3"
"linux","8","43702","4"
"checksum","5","43702","5"
"hash","9","43827","1"
"encryption","8","43827","2"
"passwords","7","43827","3"
"sha2","5","43827","4"
"key-management","4","43827","5"
"encryption","28","43847","1"
"password-management","20","43847","2"
"tls","16","43847","3"
"voip","12","43847","4"
"passwords","12","43847","5"
"exploit","2","43907","1"
"cryptography","7","44069","1"
"known-vulnerabilities","5","44069","2"
"network","5","44069","3"
"encryption","4","44069","4"
"tls","4","44069","5"
"javascript","8","44189","1"
"ajax","8","44189","2"
"crossdomain","8","44189","3"
"passwords","5","44591","1"
"logging","4","44591","2"
"proxy","4","44591","3"
"iso27000","3","44591","4"
"penetration-test","3","44591","5"
"regex","83","44629","1"
"denial-of-service","83","44629","2"
"authentication","9","44645","1"
".net","7","44645","2"
"injection","7","44645","3"
"sql-injection","7","44645","4"
"usb","6","44645","5"
"webserver","15","44713","1"
"windows","15","44713","2"
"exploit","15","44713","3"
"session-management","10","44713","4"
"cookies","10","44713","5"
"encryption","23","44855","1"
"xss","21","44855","2"
"web-application","18","44855","3"
"symlink","15","44855","4"
"zip","15","44855","5"
"bios","25","45043","1"
"opensource","25","45043","2"
"firmware","25","45043","3"
"configuration","8","45043","4"
"windows-server","8","45043","5"
"web-application","1","45189","1"
"sms","1","45189","2"
"google","1","45189","3"
"malware","1","45189","4"
"smartphone","1","45189","5"
"linux","13","45206","1"
"iptables","13","45206","2"
"firewalls","13","45206","3"
"web-application","5","45206","4"
"xss","5","45206","5"
"attacks","10","45233","1"
"windows","8","45233","2"
"passwords","7","45233","3"
"shellshock","5","45233","4"
"bash","5","45233","5"
"spam","224","45501","1"
"x86","26","45501","2"
"buffer-overflow","26","45501","3"
"certificates","3","45602","1"
"xss","3","45602","2"
"certificate-authority","3","45602","3"
"tls","3","45602","4"
"javascript","3","45602","5"
"passwords","706","45733","1"
"authentication","506","45733","2"
"password-policy","162","45733","3"
"bcrypt","65","45733","4"
"user-enumeration","61","45733","5"
"hmac","6","45739","1"
"man-in-the-middle","6","45739","2"
"rest","6","45739","3"
"tls","4","45739","4"
"android","3","45739","5"
"tls","144","45798","1"
"certificates","54","45798","2"
"letsencrypt","32","45798","3"
"http","27","45798","4"
"certificate-revocation","25","45798","5"
"public-key-infrastructure","131","45850","1"
"software","119","45850","2"
"virus","108","45850","3"
"key-management","85","45850","4"
"web-application","75","45850","5"
"http","18","45870","1"
"cookies","4","45870","2"
"web-application","2","45870","3"
"encoding","2","45870","4"
"url","2","45870","5"
"oauth","58","45882","1"
"openid","58","45882","2"
"linux","8","46285","1"
"exploit","7","46285","2"
"ecc","7","46285","3"
"openssl","7","46285","4"
"public-key-infrastructure","7","46285","5"
"tls","12","46471","1"
"http","9","46471","2"
"cookies","9","46471","3"
"man-in-the-middle","9","46471","4"
"authentication","7","46471","5"
"passwords","173","46520","1"
"password-management","129","46520","2"
"password-policy","124","46520","3"
"password-cracking","124","46520","4"
"malware","53","46520","5"
"web-scanners","5","46557","1"
"fuzzing","5","46557","2"
"vulnerability-scanners","5","46557","3"
"passwords","199","46782","1"
"hash","146","46782","2"
"salt","105","46782","3"
"authentication","99","46782","4"
"web-application","94","46782","5"
"spam","2","46820","1"
"encryption","2","46820","2"
